tweet ID,Popular,1 Word Gram,2 Word Gram,3 Word Gram,4 Word Gram,5 Word Gram,2 Char Gram,3 Char Gram,4 Char Gram,5 Char Gram,Emojis,Hashtags
1215533697492869121,1,1,1,1,1,1,1,1,1,1,0,0
1215534146291818496,1,1,1,1,1,1,1,1,1,1,0,0
1215536172144873473,1,1,1,1,1,1,1,1,1,1,0,0
1215539192022749184,1,1,1,1,1,1,1,1,1,1,0,0
1215540437743616000,1,1,1,1,1,1,1,1,1,1,0,0
1215542048360517632,1,1,1,1,1,1,1,1,1,1,0,0
1215543780612247552,1,1,1,1,1,1,1,1,1,1,0,0
1215550277572390914,1,1,1,1,1,1,1,1,1,1,0,0
1215551804278132737,1,1,1,1,1,1,1,1,1,1,0,0
1215553888859770885,1,1,1,1,1,1,1,1,1,1,0,0
1215558242564104192,1,1,1,1,1,1,1,1,1,1,0,0
1215562352977829891,1,1,1,1,1,1,1,1,1,1,0,0
1215565762942816257,1,1,1,1,1,1,1,1,1,1,0,0
1215566652118429696,1,1,1,1,1,1,1,1,1,1,0,0
1215567033829449728,1,1,1,1,1,1,1,1,1,1,0,0
1215567612618260481,1,1,1,1,1,1,1,1,1,1,0,0
1215568870930444288,1,1,1,1,1,1,1,1,1,1,0,0
1215570728981946368,1,1,1,1,1,1,1,1,1,1,0,0
1215573849548500992,0,1,0,0,0,0,1,1,1,1,0,1
1215575674074697728,1,1,1,1,1,1,1,1,1,1,0,0
1215579671263240192,1,1,1,1,1,1,1,1,1,1,0,0
1215580086507724800,1,1,1,1,1,1,1,1,1,1,0,0
1215580652709408768,1,1,1,1,1,1,1,1,1,1,0,0
1215581843912712192,1,1,1,1,1,1,1,1,1,1,0,0
1215583496464257029,1,1,1,1,1,1,1,1,1,1,0,0
1215588693206953984,1,1,1,1,1,1,1,1,1,1,0,0
1215590714869870592,1,1,1,1,1,1,1,1,1,1,0,0
1215597710935384066,1,1,1,1,1,1,1,1,1,1,0,0
1215598252004798464,1,1,1,1,1,1,1,1,1,1,0,0
1215599308969394176,1,1,1,1,1,1,1,1,1,1,0,0
1215600512747200512,1,1,1,1,1,1,1,1,1,1,0,0
1215601523578695681,1,1,1,1,1,1,1,1,1,1,0,0
1215602135938686976,1,1,1,1,1,1,1,1,1,1,0,0
1215604472174399490,1,1,1,1,1,1,1,1,1,1,0,0
1215605248120606720,1,1,1,1,1,1,1,1,1,1,0,0
1215606581900931072,1,1,1,1,1,1,1,1,1,1,0,0
1215607571760832514,1,1,1,1,1,1,1,1,1,1,0,0
1215608125429964800,1,1,1,1,1,1,1,1,1,1,0,0
1215608637097250818,1,1,1,1,1,1,1,1,1,1,0,0
1215614047783014400,1,1,1,1,1,1,1,1,1,1,0,0
1215617055086411784,1,1,1,1,1,1,1,1,1,1,0,0
1215623099082633216,1,1,1,1,1,1,1,1,1,1,0,0
1215625674376937473,0,1,1,0,0,0,1,1,1,1,0,0
1215633815525191681,1,1,1,1,1,1,1,1,1,1,0,0
1215633823901216768,1,1,1,1,1,1,1,1,1,1,0,0
1215636801869643777,1,1,1,1,1,1,1,1,1,1,0,0
1215638072756334593,1,1,1,1,1,1,1,1,1,1,0,0
1215638206949085186,0,1,0,0,0,0,1,1,1,1,0,0
1215638706100432896,1,1,1,1,1,1,1,1,1,1,0,0
1215642296391127042,0,1,0,0,0,0,1,1,1,1,1,1
1215642350921252864,1,1,1,1,1,1,1,1,1,1,0,0
1215642439001636869,1,1,1,1,1,1,1,1,1,1,0,0
1215644372579975170,1,1,1,1,1,1,1,1,1,1,0,0
1215644393559846914,1,1,1,1,1,1,1,1,1,1,0,0
1215646100624822273,1,1,1,1,1,1,1,1,1,1,0,0
1215647207933632517,1,1,1,1,1,1,1,1,1,1,0,0
1215652773779238912,1,1,1,1,1,1,1,1,1,1,0,0
1215657752413929472,1,1,1,1,1,1,1,1,1,1,0,0
1215660927501996032,0,1,1,0,0,0,1,1,1,1,0,0
1215662500370190336,1,1,1,1,1,1,1,1,1,1,0,0
1215664442332942336,1,1,1,1,1,1,1,1,1,1,0,0
1215666040367013890,1,1,1,1,1,1,1,1,1,1,0,0
1215667952982183942,1,1,1,1,1,1,1,1,1,1,0,0
1215669483886518277,0,1,0,0,0,0,1,1,1,1,0,0
1215672721880817665,0,1,0,0,0,0,1,1,1,1,0,0
1215674705786441729,0,1,0,0,0,0,1,1,1,1,1,1
1215679973844930560,0,1,0,0,0,0,1,1,1,1,0,0
1215692170876735489,1,1,1,1,1,1,1,1,1,1,0,0
1215692883900039168,1,1,1,1,1,1,1,1,1,1,0,0
1215696218359095296,1,1,1,1,1,1,1,1,1,1,0,0
1215696801375969280,0,1,1,0,0,0,1,1,1,1,0,1
1215700295260393473,1,1,1,1,1,1,1,1,1,1,0,0
1215701188617752584,1,1,1,1,1,1,1,1,1,1,0,0
1215705122895876096,1,1,1,1,1,1,1,1,1,1,0,0
1215713830250004480,1,1,1,1,1,1,1,1,1,1,0,0
1215721258370859008,0,1,1,0,0,0,1,1,1,1,0,1
1215721363220000768,0,1,1,0,0,0,1,1,1,1,1,1
1215728527120592896,0,1,1,0,0,0,1,1,1,1,0,1
1215728564861009921,0,1,1,0,0,0,1,1,1,1,0,1
1215729105934548993,0,1,1,0,0,0,1,1,1,1,0,1
1215731651868753920,0,1,1,0,0,0,1,1,1,1,0,1
1215737473541820417,0,1,1,0,0,0,1,1,1,1,0,1
1215739084179673088,0,1,0,0,0,0,1,1,1,1,0,1
1215767181788622852,0,1,0,0,0,0,1,1,1,1,0,0
1215786538522398720,1,1,1,1,1,1,1,1,1,1,0,0
1215793773684219905,1,1,1,1,1,1,1,1,1,1,0,0
1215798358071107584,1,1,1,1,1,1,1,1,1,1,0,0
1215799834474700800,0,1,1,0,0,0,1,1,1,1,1,1
1215803173149052928,0,1,1,1,0,0,1,1,1,1,0,0
1215812434151268353,0,1,1,0,0,0,1,1,1,1,0,0
1215812534814461952,1,1,1,1,1,1,1,1,1,1,0,0
1215814380308201472,1,1,1,1,1,1,1,1,1,1,0,0
1215814749407137793,0,1,0,0,0,0,1,1,1,1,0,0
1215814858442063872,1,1,1,1,1,1,1,1,1,1,0,0
1215815764428460039,0,1,1,0,0,0,1,1,1,1,0,1
1215816569718095872,1,1,1,1,1,1,1,1,1,1,0,0
1215821267372142592,1,1,1,1,1,1,1,1,1,1,0,0
1215823448389214208,1,1,1,1,1,1,1,1,1,1,0,0
1215823842666352640,1,1,1,1,1,1,1,1,1,1,0,0
1215832373880709120,1,1,1,1,1,1,1,1,1,1,0,0
1215834466817576967,1,1,1,1,1,1,1,1,1,1,0,0
1215835192461418496,1,1,1,1,1,1,1,1,1,1,0,0
1215835658020888576,0,1,0,0,0,0,1,1,1,1,0,0
1215842129836011520,1,1,1,1,1,1,1,1,1,1,0,0
1215843115501666308,1,1,1,1,1,1,1,1,1,1,0,0
1215844638000480261,1,1,1,1,1,1,1,1,1,1,0,0
1215845778863751168,1,1,1,1,1,1,1,1,1,1,0,0
1215846978459820032,0,1,1,0,0,0,1,1,1,1,0,0
1215848421300436992,1,1,1,1,1,1,1,1,1,1,0,0
1215848446449504257,1,1,1,1,1,1,1,1,1,1,0,0
1215854654036168704,1,1,1,1,1,1,1,1,1,1,0,0
1215856373700759555,1,1,1,1,1,1,1,1,1,1,0,0
1215866783933972480,1,1,1,1,1,1,1,1,1,1,0,0
1215867241113063425,1,1,1,1,1,1,1,1,1,1,0,0
1215867320817504258,1,1,1,1,1,1,1,1,1,1,0,0
1215868704921210880,0,1,1,0,0,0,1,1,1,1,1,0
1215871796127252480,1,1,1,1,1,1,1,1,1,1,0,0
1215873314486272000,1,1,1,1,1,1,1,1,1,1,0,0
1215874069469380608,0,1,1,0,0,0,1,1,1,1,0,0
1215875172558704646,1,1,1,1,1,1,1,1,1,1,0,0
1215878892885442565,1,1,1,1,1,1,1,1,1,1,0,0
1215884974638936064,1,1,1,1,1,1,1,1,1,1,0,0
1215886107109249025,1,1,1,1,1,1,1,1,1,1,0,0
1215886933361954817,1,1,1,1,1,1,1,1,1,1,0,0
1215887285687734273,0,1,1,0,0,0,1,1,1,1,0,0
1215888908916908038,1,1,1,1,1,1,1,1,1,1,0,0
1215893086410117120,1,1,1,1,1,1,1,1,1,1,0,0
1215896886453755904,1,1,1,1,1,1,1,1,1,1,0,0
1215900887824195585,0,1,1,0,0,0,1,1,1,1,0,1
1215904994072788992,1,1,1,1,1,1,1,1,1,1,0,0
1215907883918848000,0,1,1,0,0,0,1,1,1,1,0,1
1215908513064607745,0,1,0,0,0,0,1,1,1,1,0,0
1215908785723727872,0,1,1,0,0,0,1,1,1,1,0,0
1215911512012779523,1,1,1,1,1,1,1,1,1,1,0,0
1215911809816780800,1,1,1,1,1,1,1,1,1,1,0,0
1215912187287363584,1,1,1,1,1,1,1,1,1,1,0,0
1215916566153326592,1,1,1,1,1,1,1,1,1,1,0,0
1215926624073527296,0,1,1,0,0,0,1,1,1,1,1,1
1215930277312131072,1,1,1,1,1,1,1,1,1,1,0,0
1215938930153009152,0,1,1,0,0,0,1,1,1,1,0,0
1215959666787667969,1,1,1,1,1,1,1,1,1,1,0,0
1215973453486022657,0,1,1,0,0,0,1,1,1,1,0,1
1215975076660514816,1,1,1,1,1,1,1,1,1,1,0,0
1215975756137820160,0,1,1,0,0,0,1,1,1,1,0,0
1215993959434137601,0,1,1,0,0,0,1,1,1,1,1,1
1215996832515530752,0,1,0,0,0,0,1,1,1,1,0,1
1215998413784875011,0,1,1,0,0,0,1,1,1,1,1,1
1216008845031628804,0,1,1,0,0,0,1,1,1,1,0,0
1216009839052304385,0,1,1,0,0,0,1,1,1,1,0,0
1216010623395356672,0,1,1,0,0,0,1,1,1,1,1,1
1216011193841672192,1,1,1,1,1,1,1,1,1,1,0,0
1216016126313783298,1,1,1,1,1,1,1,1,1,1,0,0
1216046111422631937,0,1,0,0,0,0,1,1,1,1,0,1
1216082492815560712,0,1,1,0,0,0,1,1,1,1,0,1
1216082559932620801,1,1,1,1,1,1,1,1,1,1,0,0
1216090860430905344,0,1,1,0,0,0,1,1,1,1,0,0
1216109621565366273,0,1,1,1,0,0,1,1,1,1,0,1
1216110867273699329,0,1,0,0,0,0,1,1,1,1,0,1
1216112515643531264,0,1,1,1,1,0,1,1,1,1,0,1
1216118739994861568,0,1,0,0,0,0,1,1,1,1,0,0
1216119096502312969,0,1,1,1,1,0,1,1,1,1,0,1
1216126960830701568,0,1,1,1,1,0,1,1,1,1,0,1
1216128793737342976,0,1,0,0,0,0,1,1,1,1,0,0
1216130404358340608,0,1,0,0,0,0,1,1,1,1,0,1
1216142337136611333,0,1,1,1,1,0,1,1,1,1,0,1
1216153741461729280,0,1,1,1,1,0,1,1,1,1,0,1
1216162734015795201,1,1,1,1,1,1,1,1,1,1,0,0
1216179905525927937,0,1,1,1,1,0,1,1,1,1,0,1
1216248662755627013,0,1,1,1,0,0,1,1,1,1,0,1
1216256594171682819,0,1,0,0,0,0,1,1,1,1,0,0
1216256816474017793,0,1,0,0,0,0,1,1,1,1,0,0
1216293835392708610,0,1,1,1,1,0,1,1,1,1,0,1
1216294368073699328,0,1,0,0,0,0,1,1,1,1,0,0
1216301083137626112,0,1,0,0,0,0,1,1,1,1,0,0
1216310709086310400,0,1,1,0,0,0,1,1,1,1,0,0
1216316023244296192,0,1,1,0,0,0,1,1,1,1,0,0
1216318237845135360,0,1,0,0,0,0,1,1,1,1,0,1
1216352069122166785,0,1,1,1,1,0,1,1,1,1,0,1
1216353499358879745,0,1,0,0,0,0,1,1,1,1,0,0
1216361242064977921,0,1,1,0,0,0,1,1,1,1,0,1
1216374793835958273,1,1,1,1,1,1,1,1,1,1,0,0
1216376991684808705,0,1,0,0,0,0,1,1,1,1,0,1
1216385992652967939,0,1,0,0,0,0,1,1,1,1,0,1
1216399368284180483,0,1,1,1,0,0,1,1,1,1,0,0
1216439516162072581,0,1,0,0,0,0,1,1,1,1,0,0
1216446239635472384,0,1,1,0,0,0,1,1,1,1,0,1
1216474257577795584,0,1,1,0,0,0,1,1,1,1,0,0
1216504758569140225,0,0,0,0,0,0,1,1,1,1,0,0
1216518205482524672,0,1,1,1,0,0,1,1,1,1,0,1
1216536006100283393,0,1,0,0,0,0,1,1,1,1,0,0
1216539445438140416,0,1,1,0,0,0,1,1,1,1,0,0
1216560282769723394,0,1,0,0,0,0,1,1,1,1,0,0
1216565995374030858,0,1,1,0,0,0,1,1,1,1,0,0
1216596852889415681,0,1,0,0,0,0,1,1,1,1,0,0
1216604121597263872,0,1,1,0,0,0,1,1,1,1,1,1
1216638003201835014,0,1,0,0,0,0,1,1,1,1,0,0
1216678528550408195,0,1,1,1,1,0,1,1,1,1,0,1
1216685444966047744,0,1,1,1,0,0,1,1,1,1,1,1
1216763811358744576,0,1,1,1,0,0,1,1,1,1,0,0
1216766130783576064,0,1,0,0,0,0,1,1,1,1,0,0
1216767481383137280,0,1,0,0,0,0,1,1,1,1,0,0
1216770383824801792,0,1,1,1,0,0,1,1,1,1,0,0
1216815724246769664,0,1,1,0,0,0,1,1,1,1,0,0
1216831146706817024,0,1,1,0,0,0,1,1,1,1,0,0
1216851447142326273,0,1,1,0,0,0,1,1,1,1,0,0
1216896623969738752,0,1,1,1,1,0,1,1,1,1,0,1
1216943772145090560,0,1,1,0,0,0,1,1,1,1,0,1
1218041740277493760,0,1,1,1,0,0,1,1,1,1,0,0
1218046370776375296,0,1,1,1,0,0,1,1,1,1,0,0
1218075881937285121,0,1,1,0,0,0,1,1,1,1,0,0
1218079598090473473,0,1,1,0,0,0,1,1,1,1,0,0
1218089324677345281,0,1,1,0,0,0,1,1,1,1,0,0
1218090008323559425,0,1,1,0,0,0,1,1,1,1,0,1
1218095037302493184,0,1,1,0,0,0,1,1,1,1,1,1
1218108157081186304,0,1,0,0,0,0,1,1,1,1,0,1
1218111315396497408,0,1,1,1,0,0,1,1,1,1,0,0
1218115094481031169,0,1,1,0,0,0,1,1,1,1,0,0
1218118361810337792,0,1,0,0,0,0,1,1,1,1,0,0
1218122983941623808,0,1,1,0,0,0,1,1,1,1,0,1
1218135004817039360,0,1,1,1,0,0,1,1,1,1,0,0
1218141254338404353,0,1,1,1,1,0,1,1,1,1,0,1
1218148992824950784,0,1,1,0,0,0,1,1,1,1,0,0
1218151136122822662,0,1,1,0,0,0,1,1,1,1,0,0
1218154403494080513,0,1,1,1,1,0,1,1,1,1,1,1
1218158379690053632,0,1,0,0,0,0,1,1,1,1,0,1
1218175148521508865,0,1,1,0,0,0,1,1,1,1,0,0
1218186234058555397,0,1,0,0,0,0,1,1,1,1,0,0
1218188058576719873,0,1,1,0,0,0,1,1,1,1,0,0
1218196719797706754,0,1,1,0,0,0,1,1,1,1,0,1
1218206408665174017,0,1,1,0,0,0,1,1,1,1,0,0
1218213509605085188,0,1,1,0,0,0,1,1,1,1,0,1
1218215623563497473,0,1,0,0,0,0,1,1,1,1,0,1
1218233495467839490,0,1,1,0,0,0,1,1,1,1,0,0
1218237698156179456,0,1,1,1,0,0,1,1,1,1,0,0
1218237987571585024,0,1,1,0,0,0,1,1,1,1,0,0
1218246971774918657,0,1,0,0,0,0,1,1,1,1,0,0
1218248632736067587,0,1,0,0,0,0,1,1,1,1,0,0
1218250545317605376,0,1,1,0,0,0,1,1,1,1,0,1
1218255012272324608,1,1,1,0,0,0,1,1,1,1,0,1
1218257235224268800,0,1,1,1,0,0,1,1,1,1,0,0
1218258195736489984,0,1,0,0,0,0,1,1,1,1,0,1
1218258883602288640,0,1,0,0,0,0,1,1,1,1,0,0
1218260678764613633,0,1,0,0,0,0,1,1,1,1,0,0
1218262201280221191,0,1,0,0,0,0,1,1,1,1,0,0
1218262717204717568,0,1,0,0,0,0,1,1,1,1,0,0
1218263925151752192,0,1,0,0,0,0,1,1,1,1,0,0
1218264642356531200,0,1,0,0,0,0,1,1,1,1,0,0
1218267297355223040,0,1,0,0,0,0,1,1,1,1,0,1
1218272192124702720,0,1,1,0,0,0,1,1,1,1,0,0
1218274385754251266,0,1,1,0,0,0,1,1,1,1,0,0
1218275245582319622,0,1,1,0,0,0,1,1,1,1,1,1
1218275455310139399,0,1,1,0,0,0,1,1,1,1,0,0
1218278018025709568,0,1,0,0,0,0,1,1,1,1,0,1
1218278097709125632,0,1,1,0,0,0,1,1,1,1,0,0
1218283302848729088,0,1,0,0,0,0,1,1,1,1,0,0
1218292119246376960,0,1,1,0,0,0,1,1,1,1,0,0
1218306631534104578,0,1,1,1,0,0,1,1,1,1,0,0
1218308544174358529,1,1,1,0,0,0,1,1,1,1,0,1
1218316001634398209,1,1,1,0,0,0,1,1,1,1,0,1
1218316311987662849,0,1,0,0,0,0,1,1,1,1,0,1
1218325782738669568,0,1,1,0,0,0,1,1,1,1,0,0
1218329440167636993,0,1,1,0,0,0,1,1,1,1,0,0
1218330656544944133,0,1,1,1,1,0,1,1,1,1,0,1
1218336050382282752,0,1,1,0,0,0,1,1,1,1,0,0
1218338848004026373,0,1,1,0,0,0,1,1,1,1,0,0
1218353007978479616,0,1,1,0,0,0,1,1,1,1,0,0
1218356233402494976,0,1,1,0,0,0,1,1,1,1,0,1
1218374671562944512,0,1,1,0,0,0,1,1,1,1,0,1
1218375409768845312,0,1,1,0,0,0,1,1,1,1,0,0
1218391390062817280,0,1,0,0,0,0,1,1,1,1,0,0
1218392086287806466,0,1,0,0,0,0,1,1,1,1,0,1
1218395517232664576,1,1,1,0,0,0,1,1,1,1,0,1
1218397874427318273,1,1,1,0,0,0,1,1,1,1,0,1
1218417394730840064,0,1,1,0,0,0,1,1,1,1,0,0
1218418841782489089,0,1,0,0,0,0,1,1,1,1,0,1
1218444863223390208,0,1,1,0,0,0,1,1,1,1,0,1
1218445920200687617,0,1,1,0,0,0,1,1,1,1,1,1
1218447723743137793,0,1,1,0,0,0,1,1,1,1,0,0
1218470171645562880,0,1,0,0,0,0,1,1,1,1,0,0
1218474856678752256,0,1,0,0,0,0,1,1,1,1,0,0
1218479172621938691,0,1,0,0,0,0,1,1,1,1,0,0
1218484042212896768,0,1,1,0,0,0,1,1,1,1,0,0
1218486860802150400,0,1,1,0,0,0,1,1,1,1,0,1
1218502568470548481,0,1,0,0,0,0,1,1,1,1,0,0
1218512483817705474,0,1,1,0,0,0,1,1,1,1,0,1
1218513305888641024,1,1,1,0,0,0,1,1,1,1,0,1
1218527696533147649,0,1,1,0,0,0,1,1,1,1,1,1
1218527860132130817,1,1,1,0,0,0,1,1,1,1,0,1
1218528027879116801,0,1,1,0,0,0,1,1,1,1,0,0
1218528032069058560,0,1,0,0,0,0,1,1,1,1,0,0
1218528241784446976,0,1,0,0,0,0,1,1,1,1,0,0
1218529080678789120,1,1,1,0,0,0,1,1,1,1,0,1
1218529864979927040,0,1,1,0,0,0,1,1,1,1,0,0
1218530380892033024,0,1,1,0,0,0,1,1,1,1,0,0
1218531454621298695,0,1,1,0,0,0,1,1,1,1,1,1
1218533870540349446,0,1,1,0,0,0,1,1,1,1,0,0
1218541554538668033,1,1,1,0,0,0,1,1,1,1,0,1
1218544998045581312,0,1,0,0,0,0,1,1,1,1,0,0
1218545006434291714,0,1,1,0,0,0,1,1,1,1,0,0
1218546872899424256,0,1,1,0,0,0,1,1,1,1,0,1
1218551985768546304,0,1,1,0,0,0,1,1,1,1,0,1
1218554682689368072,0,1,1,0,0,0,1,1,1,1,0,0
1218558344304173058,0,1,1,0,0,0,1,1,1,1,0,0
1218558780536954881,0,1,0,0,0,0,1,1,1,1,0,0
1218559007012552710,0,1,1,0,0,0,1,1,1,1,0,0
1218560684734255109,1,1,1,0,0,0,1,1,1,1,0,1
1218561737512742912,0,1,1,0,0,0,1,1,1,1,0,0
1218564941944434690,0,1,1,0,0,0,1,1,1,1,0,0
1218565755655995392,0,1,0,0,0,0,1,1,1,1,0,0
1218573267646271488,0,1,1,0,0,0,1,1,1,1,0,0
1218576409179779078,0,1,0,0,0,0,1,1,1,1,0,1
1218576438556794885,0,1,1,0,0,0,1,1,1,1,0,0
1218576950232412162,0,1,1,0,0,0,1,1,1,1,0,0
1218577348695658496,0,1,1,0,0,0,1,1,1,1,0,0
1218581601719853058,0,1,1,0,0,0,1,1,1,1,0,0
1218587121428070400,0,1,0,0,0,0,1,1,1,1,0,1
1218588908218245120,0,1,0,0,0,0,1,1,1,1,0,1
1218594927032049664,0,1,1,0,0,0,1,1,1,1,0,0
1218600358655774720,0,1,1,0,0,0,1,1,1,1,0,0
1218605026924531712,0,1,0,0,0,0,1,1,1,1,0,1
1218622760429244418,0,1,1,0,0,0,1,1,1,1,0,0
1218643639674368000,0,1,0,0,0,0,1,1,1,1,0,0
1218651067782717440,0,1,1,0,0,0,1,1,1,1,0,0
1218651537565790208,0,1,1,0,0,0,1,1,1,1,0,0
1218684995503456259,0,1,1,0,0,0,1,1,1,1,1,0
1218690829797081088,0,1,1,0,0,0,1,1,1,1,0,1
1218700220856459265,0,1,0,0,0,0,1,1,1,1,0,0
1218703341406052353,0,1,1,0,0,0,1,1,1,1,0,0
1218711776147062786,0,1,1,0,0,0,1,1,1,1,0,0
1218721628562944000,0,1,0,0,0,0,1,1,1,1,0,1
1218726972102070272,0,1,1,0,0,0,1,1,1,1,0,1
1218727668369121280,1,1,1,0,0,0,1,1,1,1,0,1
1218732374365757441,0,1,1,0,0,0,1,1,1,1,0,0
1218740175796195328,0,1,1,0,0,0,1,1,1,1,0,0
1218741517952536578,0,1,1,0,0,0,1,1,1,1,0,1
1218754260256448514,0,1,0,0,0,0,1,1,1,1,0,1
1219123157694590976,0,1,1,0,0,0,1,1,1,1,0,0
1219123258362155013,1,1,1,0,0,0,1,1,1,1,0,0
1219127616235540481,1,1,1,0,0,0,1,1,1,1,0,0
1219129868580982785,0,1,1,1,0,0,1,1,1,1,0,0
1219130342541533185,0,1,0,0,0,0,1,1,1,1,0,0
1219130833266565120,0,1,1,1,0,0,1,1,1,1,0,0
1219131449812500480,0,1,0,0,0,0,1,1,1,1,0,0
1219131454023720961,0,1,0,0,0,0,1,1,1,1,0,0
1219131701470924801,0,1,1,0,0,0,1,1,1,1,0,0
1219132682967318529,0,1,0,0,0,0,1,1,1,1,0,0
1219133689575067648,0,1,1,0,0,0,1,1,1,1,0,0
1219134046111842304,0,1,1,0,0,0,1,1,1,1,0,0
1219134297753505792,0,1,1,1,0,0,1,1,1,1,0,0
1219137154082689025,1,1,0,0,0,0,1,1,1,1,0,0
1219137477056684032,0,1,0,0,0,0,1,1,1,1,0,0
